true_open,true_high,true_low,true_close,true_volume,true_amount,pred_open,pred_high,pred_low,pred_close,pred_volume,pred_amount,timestamp
306.4,310.8,303.8,309.2,268634.0,8358214656.0,300.12739091600065,304.2832676172512,294.7508697533898,299.480642800708,233993.45425436113,8465705692.59898,2023-11-06
309.2,310.6,302.8,305.2,133977.0,4143070976.0,309.7377906163663,313.4638182183097,306.0217236102684,310.3626030155063,214074.7941243594,7095085314.322859,2023-11-07
306.0,311.2,304.0,305.0,128798.0,4001595392.0,305.51296935376746,308.17281120230206,300.11734243737413,303.04209527664744,181168.8958818534,5799316074.564774,2023-11-08
301.6,305.4,301.6,303.4,102722.0,3148082176.0,305.36953326232896,308.8147326075042,300.5935457220408,304.7784021615121,170977.93643961375,5363198031.745443,2023-11-09
301.2,301.2,297.8,299.4,98718.0,2987541248.0,305.5571716315722,309.382029019628,302.9569820644274,306.54445911912836,137834.49359933412,4292724860.3196373,2023-11-10
298.8,308.4,296.8,306.4,135860.0,4154170112.0,299.21605133790473,302.8994401181528,296.54497451341115,298.11660454372196,149220.00595903813,4696934996.500115,2023-11-13
308.4,308.6,302.2,304.4,124774.0,3842261504.0,305.7942015835359,307.981917390482,300.82762541136276,303.3592725239792,161077.67500262806,5521343795.592283,2023-11-14
313.2,320.2,310.6,319.2,324547.0,10350836736.0,303.2293956156128,306.2493940680337,299.6326128658041,303.4160562682152,146139.7205182886,4415094625.897572,2023-11-15
326.6,326.6,312.8,321.4,352960.0,11408056320.0,320.70274846914486,324.8878101294865,314.6267017632359,319.95801851203834,225086.6349040414,7192856611.294264,2023-11-16
320.2,320.2,309.8,311.8,219702.0,6964405760.0,321.3605650138256,326.82467117937574,316.16111834506535,323.08471425766714,291916.2462935521,10281759422.36234,2023-11-17
312.8,325.4,312.8,323.2,277827.0,9006003200.0,309.8850625862566,314.9793802233071,304.6323909013043,309.62517843663517,294159.6537866364,10498384531.862564,2023-11-20
327.0,329.2,320.2,321.4,241887.0,7943867392.0,325.0413231936724,328.5585004557309,318.00115076120414,323.23010692113024,248991.74361109515,8538888706.880054,2023-11-21
324.6,326.6,318.6,321.0,141698.0,4616781824.0,323.15638619832424,327.8671294716922,318.6959786418952,323.6617189438249,229606.73067713724,7944917502.295485,2023-11-22
323.2,326.2,320.2,325.8,145312.0,4757635584.0,321.36718527850434,323.45504412281144,314.9162010218574,317.4184193142926,197403.10441074517,6792203162.560749,2023-11-23
326.2,326.2,316.6,317.8,152365.0,4930730496.0,325.9157948064609,327.9023999094423,320.99431568258825,324.4395791734824,118333.22892873513,3032496771.0317955,2023-11-24
321.6,321.6,314.6,319.4,122321.0,3932052992.0,317.0409637945577,321.5584035596935,312.30978636802996,317.2955445615387,196851.02983067112,6551482451.692812,2023-11-27
321.0,321.0,313.6,316.2,151537.0,4845979136.0,319.0215671585653,321.89216806551093,313.43648065819764,317.23179448891557,186817.9289405863,6442695948.115639,2023-11-28
319.6,320.6,310.2,313.6,168567.0,5350806016.0,315.2386245600519,318.92905361879815,312.2687021518876,316.5940292176752,184389.0946120305,6123812006.829615,2023-11-29
314.0,323.6,313.6,323.6,303081.0,9825335296.0,313.53210922222456,315.87384772220486,307.79161441242013,311.53803187314116,196806.8977480469,6437996133.46978,2023-11-30
321.4,322.4,315.6,315.6,151497.0,4879489536.0,325.3858884528758,329.01844370630994,319.22723204792163,324.21621203099403,230000.02058476998,7527307682.346596,2023-12-01
319.6,320.8,311.8,313.4,149072.0,4757921792.0,315.74872926910564,319.9665209299773,311.66835936422103,315.63218820755736,208850.03901180325,7121616853.51725,2023-12-04
317.6,317.6,301.6,305.4,237300.0,7365273088.0,313.72179656994746,316.70002416691926,307.8609957047475,311.57829658280394,192584.18393702884,6426928923.891323,2023-12-05
303.2,311.4,299.0,308.2,158962.0,4923099648.0,305.22072904467325,309.9451805465958,300.09235656841116,306.00351841674376,258147.89107521952,8923122283.610338,2023-12-06
305.6,307.8,300.6,304.4,137037.0,4202919936.0,309.3285104634913,313.26756487416037,304.04258729124507,308.2235593038145,208264.70988117234,7076743350.256113,2023-12-07
304.0,305.8,297.6,302.2,166006.0,5058680832.0,304.508981143546,308.5086010483333,300.00633598536643,303.1735041832638,179433.11991735137,5875056515.450598,2023-12-08
297.4,305.2,295.0,303.8,184022.0,5572601856.0,300.55006321601985,303.07344039668834,293.8281966616029,296.8912395079078,173846.71957801827,5284381000.094183,2023-12-11
303.6,308.4,302.8,308.0,129959.0,4023373056.0,304.3109877394156,307.7305126741236,298.53821719042605,302.9985542892713,188511.26796311824,5835069338.583282,2023-12-12
306.2,307.4,301.0,303.6,141451.0,4349541888.0,309.3793533635022,312.5685457846931,304.73711620190267,307.7511052173766,132831.91560084684,3472066892.016656,2023-12-13
306.6,310.6,301.2,303.0,171988.0,5291010048.0,302.0456552530302,306.1515458978319,297.8836717598131,300.957339550301,175260.51045065137,5754394657.803896,2023-12-14
307.6,316.0,305.6,311.0,309179.0,9741462528.0,303.1316498229406,307.59470670303506,298.8919596795133,304.0199734548547,214677.9040522514,7368475535.968716,2023-12-15
306.2,309.2,306.2,308.2,120950.0,3761863936.0,313.4960222414026,318.8999045621583,309.690250742789,316.5917160757001,249620.9224406115,8215722502.252378,2023-12-18
307.6,311.0,303.2,308.4,125303.0,3892814336.0,309.6879040887608,312.5485228851384,305.9817227153798,307.66472617760843,159245.87482303643,4801882355.210941,2023-12-19
312.8,314.8,308.8,310.8,141874.0,4471236608.0,307.00717857263385,310.25927410842587,302.24017319860536,305.6008652755042,188860.65316019097,6538994884.34127,2023-12-20
305.8,310.2,305.6,309.2,101670.0,3167141376.0,310.60579853139615,313.16037456159654,306.64085636791185,310.81815648076827,160473.39109766574,4974587582.353165,2023-12-21
313.6,313.6,260.2,270.6,1470149.0,40572370944.0,309.3911929691178,311.9843153546465,305.65472169228684,307.87208091638183,136543.71786986763,4040135063.9882593,2023-12-22
278.8,287.6,278.8,281.6,644710.0,18422333440.0,263.9682685008427,286.33926401335475,255.5809596612006,276.9167982959088,1023364.5017099469,34487995531.453735,2023-12-27
281.6,292.2,281.4,289.6,378407.0,10982108160.0,289.63222410244214,296.8017739540917,283.1785528965598,292.6089483535328,437581.778975994,10745479107.106415,2023-12-28
291.6,292.4,286.2,290.2,196247.0,5748958208.0,297.6744454847879,300.32268286650304,288.1537866887228,294.78955348456805,355141.1865298052,9317736732.888803,2023-12-29
296.6,301.6,291.0,293.2,233541.0,6962384384.0,290.7257068449111,292.0256981265172,279.29003241286466,281.5116125452267,300533.14327873604,9711325599.639654,2024-01-02
290.6,298.2,289.0,297.2,203917.0,6085147648.0,294.20717860139416,298.61035565008285,290.0715357349469,297.29477062463974,261879.68801744384,7592863846.532148,2024-01-03
301.0,301.0,294.6,295.4,202174.0,6060645376.0,296.5138028719733,299.2150894921793,287.31022180655157,288.6711323965366,217530.1055125006,4772851500.087813,2024-01-04
292.0,293.2,286.2,288.8,237450.0,6955882496.0,290.6442943026968,290.1877460304534,286.0396870821802,287.04188673969287,63481.981462999145,-765907563.5339613,2024-01-05
291.0,291.2,281.8,284.6,167185.0,4808946176.0,293.67800465354543,298.1097851133852,287.03035603474,295.0900460023391,267544.1531069776,7250887095.75765,2024-01-08
282.6,285.8,280.0,280.2,169275.0,4836417536.0,283.4930405282763,294.633103178023,282.67247275598396,293.3232732775864,364592.9537805781,12477807888.54101,2024-01-09
278.6,281.8,273.4,276.8,191461.0,5366551040.0,280.860009835143,285.0044993671382,277.92794751104054,280.6391054036868,253525.4359833357,7721061668.409582,2024-01-10
277.2,289.0,276.6,284.0,206046.0,5923779072.0,277.01337459490423,281.6907570937624,274.4109701010311,278.08215507905453,230854.48730265474,7216132949.357361,2024-01-11
282.2,289.6,281.4,285.0,157701.0,4564846592.0,284.72843197704015,289.6039630265474,280.0969475893115,284.9515825864133,250640.8711793838,8370301067.55864,2024-01-12
286.6,290.4,284.2,286.0,163344.0,4735733248.0,286.4861429955882,289.28842508506864,282.40430143756595,285.8687634017115,188055.97648422778,5455810537.592733,2024-01-15
280.4,285.4,276.6,279.0,222361.0,6296368128.0,286.63996160544355,290.9252196296466,282.2997610545969,285.81437748031885,175390.06381005407,4877256916.822818,2024-01-16
273.6,275.4,268.8,271.2,361142.0,9920053248.0,279.64293669587175,285.2598435920352,276.4149645638747,281.39417963922233,238316.84626776873,7281297753.061333,2024-01-17
271.2,275.8,267.8,274.2,246041.0,6776283136.0,271.48673315880023,278.51773778844455,268.8420535635522,274.98871658713813,282748.4988955698,7954755274.521412,2024-01-18
271.6,279.2,264.8,267.8,268975.0,7357693440.0,274.7769695955594,278.9175457724091,270.32300612325537,273.9050070624447,239292.76193396442,6649048854.855999,2024-01-19
267.2,268.2,256.8,258.8,336548.0,8880717824.0,267.74571857439287,272.9689921502427,263.2005971142201,268.0368142668321,303922.9307315395,9496489099.220495,2024-01-22
263.4,274.8,259.8,268.6,356108.0,9683595264.0,258.7876860717204,266.13574910154153,255.09469506729053,262.0859071492217,343747.0895623397,10623228660.470823,2024-01-23
276.2,281.0,268.8,278.4,338636.0,9417935872.0,271.2933753537025,276.973087835593,265.0929048112109,270.9771491540652,313051.8018864305,8635021514.232534,2024-01-24
281.6,288.6,277.4,287.4,341608.0,9841463296.0,279.2369843232798,284.41107468462985,272.9758863107887,279.0493606320698,301047.874649146,8909574359.720518,2024-01-25
284.8,286.8,277.8,279.4,248158.0,7079876096.0,286.59220636976556,290.52388635378634,278.8299355008993,284.04213736465346,294869.4998759818,8588441969.942223,2024-01-26
282.6,285.0,276.0,278.6,201590.0,5699931136.0,278.86035148147903,284.19245075287097,273.4688565425675,279.05116776692785,291274.3798607694,8774242486.41216,2024-01-29
273.8,276.6,269.6,270.4,215060.0,5913403904.0,279.34222820614406,284.2518293716695,274.22701285363485,279.78012816761577,235057.22345519523,6581657052.839804,2024-01-30
270.4,274.6,265.0,267.2,200530.0,5438242304.0,270.4223855126229,274.67273676492954,266.8210436881535,270.1787013034262,236971.5563097395,6713071685.946436,2024-01-31
266.6,274.4,264.6,268.2,173295.0,4720878080.0,268.1164775842233,272.97784660655367,264.31922529629173,268.8223353806836,236975.47505403307,6461203149.005098,2024-02-01
281.2,284.2,271.6,276.0,310538.0,8741240832.0,269.1583703299327,274.67571410751617,265.1630035302667,270.2121348083233,243532.8207121252,7317149859.803682,2024-02-02
275.0,280.0,270.4,276.2,204566.0,5693720064.0,276.5904374143167,280.93114087509423,271.5820816554238,277.7791694538534,267381.14820800803,7747429190.331627,2024-02-05
276.4,289.2,276.2,287.4,288569.0,8307954688.0,277.7749214940334,282.61687685390126,273.23055043927644,278.21506640282723,247355.1276760917,7410515039.168854,2024-02-06
291.6,293.6,285.4,288.8,263437.0,7718411776.0,288.6726544117694,292.7406151121878,282.63241941884655,287.91962106055826,259517.49456358285,7799282961.289631,2024-02-07
286.6,289.8,283.0,283.8,179107.0,5168657920.0,288.6647789205273,293.5424644739645,283.64742362096626,289.10372842292503,240775.04766648237,7241504642.63553,2024-02-08
281.2,284.0,278.0,283.8,67321.0,1913725696.0,284.32059845950255,287.6853284338811,279.30557350445844,281.8759194976078,214458.55901026333,6130790015.98267,2024-02-09
283.6,287.8,278.6,286.6,115674.0,3330238464.0,284.5001256768303,287.4729185689332,280.330614580445,283.31809058242703,140860.40985370713,3909145086.916972,2024-02-14
285.2,286.6,281.6,282.0,125680.0,3601580288.0,285.8927341616628,289.21168283958747,281.7101284618925,284.55061957331304,152812.2942385795,4478204392.262277,2024-02-15
282.2,288.4,277.0,288.4,172154.0,4948591616.0,280.3663943571547,285.1358211952515,276.9403828209264,280.0996099349614,193948.62121565256,6227985223.739153,2024-02-16
288.0,288.0,280.4,281.4,154153.0,4415094784.0,287.60816324726585,291.8783804961967,282.5850213837638,287.2898424983017,201700.29530273486,6445721753.276207,2024-02-19
283.6,284.4,277.0,280.8,157730.0,4459365376.0,279.80560002885755,284.1306912818053,276.4188409187167,280.2120064615962,195307.1334230273,5999270086.715828,2024-02-20
277.4,291.2,277.4,285.4,239472.0,6932699136.0,281.123308702303,285.22480926743515,276.9521588595319,281.3756723754206,192228.50457200664,5734061052.62018,2024-02-21
284.8,288.0,283.4,288.0,124413.0,3603266048.0,286.07064590140214,292.67390926321315,281.653343833257,287.53834430267403,281323.32209245337,9608534652.250381,2024-02-22
286.6,293.0,283.6,287.4,132298.0,3842413824.0,288.6280723132422,291.30312022125156,285.51681812915984,288.30666180048826,159662.17952322605,5177893653.402847,2024-02-23
284.0,286.8,282.0,283.8,124124.0,3559024128.0,287.3644316601915,290.54887739953045,282.2635639985291,284.51170183264645,169183.4533975843,5138092580.975563,2024-02-26
282.8,282.8,274.8,281.2,236126.0,6662498816.0,282.9462668700137,286.2955573439457,279.83124065908777,283.0041729745717,149304.16835094782,4385217996.69679,2024-02-27
281.6,282.4,273.0,273.6,259035.0,7245008896.0,280.54975709785515,285.05653457572197,276.39278050615957,281.39840275718376,194699.89655688868,5227321515.135143,2024-02-28
271.8,275.6,271.2,273.8,297219.0,8231584768.0,272.2297469209304,277.77553086624965,268.49172449037013,272.3406010874736,262337.49494898657,8081496934.014204,2024-02-29
269.6,275.6,268.4,274.0,279527.0,7713358336.0,274.5565474122706,279.27107289708533,271.96426067744903,277.64388131940115,227728.88972016223,5959529029.93697,2024-03-01
274.0,276.6,271.4,272.8,138321.0,3823469312.0,275.6082793083094,279.34861490071404,270.5966035043408,274.72534630967994,264296.17771243386,7638349840.038563,2024-03-04
266.8,269.8,262.8,264.8,260551.0,7021429248.0,273.2107531822773,275.419218591113,269.13481623517913,271.5254792639417,195132.7134777329,5478348588.952568,2024-03-05
262.6,273.6,262.4,271.2,232893.0,6357883904.0,263.9811448453081,269.3094948993822,260.6594467128539,265.46802158956706,262481.89345677325,7559953974.15369,2024-03-06
271.4,272.2,265.8,267.6,171597.0,4665844736.0,271.44240845067606,274.62903652140693,266.16264993011555,269.7778338586333,223663.70454239185,6110713323.539095,2024-03-07
268.6,272.2,266.6,266.6,124162.0,3380545536.0,267.9577637317298,272.3713601350674,265.2627980607931,269.3590829983647,197418.73368939778,5388518144.349817,2024-03-08
267.8,275.2,267.8,275.2,178669.0,4936584704.0,266.29194085013233,269.72794288767597,262.7293563894926,265.60084863313426,185669.34870658614,5067291798.789519,2024-03-11
278.6,289.2,276.8,287.4,365311.0,10506831872.0,275.9571060314656,279.7690358936013,273.01584034073346,278.0591734833352,194739.66895967562,5630675312.423374,2024-03-12
288.0,290.6,285.2,287.2,200744.0,5850784768.0,289.15364712680577,294.533888569004,284.6005045845698,290.54973184769506,297223.64533040137,9312925574.1577,2024-03-13
286.0,290.6,283.4,285.8,142274.0,4114240768.0,285.9068820589794,289.65845098735633,282.4077928041195,285.3457825619986,227552.62711198555,7164978836.339582,2024-03-14
279.6,282.8,276.2,280.4,291830.0,8265577984.0,285.41069881663304,288.68212237155365,281.12766273111663,284.86404257016767,201199.51910926588,6011842511.426369,2024-03-15
278.8,288.0,278.8,286.4,196333.0,5654374912.0,280.69080647883425,286.1778891109028,277.45993537466666,283.09066958914633,255129.0567128169,7776427011.074429,2024-03-18
285.6,287.8,281.6,281.6,156354.0,4493812224.0,288.4831294150699,292.8366106754817,284.4904498926702,287.98670413567424,208140.07182621365,6069465256.1335945,2024-03-19
282.0,286.8,279.6,285.4,156222.0,4499879424.0,279.7295221643237,285.1644153583704,277.0053571090867,280.3334415345836,225900.54398367394,7233222276.640678,2024-03-20
291.8,294.8,286.2,287.8,368687.0,10838694912.0,284.646472985409,286.7135987114873,280.14223985742274,282.93706583045883,159410.32636417254,4336447187.433801,2024-03-21
284.0,287.0,279.0,285.4,264322.0,7578584064.0,289.41356051297254,296.08456350363303,286.39047347937503,293.94821879947114,286350.0552615144,8640941864.589426,2024-03-22
285.4,287.2,281.6,285.2,211272.0,6091145216.0,286.1186862077918,291.3491960488121,281.7290464603217,286.58382583280337,280049.85436161,8580720506.47587,2024-03-25
282.6,297.2,282.6,296.0,339986.0,10047178752.0,282.2979848274638,286.35847710779365,278.2885574518049,282.03665422563705,242232.71973445176,7417863028.771473,2024-03-26
292.6,304.2,292.4,298.6,387531.0,11767791616.0,297.88984457100236,301.19650197857226,291.5240538341726,297.04281397390764,281557.09106434137,9013174869.383673,2024-03-27
298.6,306.2,298.0,300.4,300008.0,9153818624.0,300.0243261985564,306.5333889932395,295.4551315780208,301.8196721638346,316242.6407206226,10159679854.054066,2024-03-28
305.6,309.0,304.4,305.8,265616.0,8219109888.0,301.8599365952562,306.64657124248134,296.5985116181446,300.7886905451307,266418.21932698786,8055355957.519701,2024-04-02
308.6,308.6,303.0,305.0,196969.0,6080044544.0,307.3277974798772,311.3912128364567,303.26979306279344,308.1357383673003,187441.00777590767,4614867913.414562,2024-04-03
306.2,308.2,301.0,306.6,135824.0,4191612928.0,306.16001868512285,310.95621715915445,302.5991545429867,308.02696999114664,232415.19615410452,7397934689.988203,2024-04-05
301.8,307.6,301.0,302.0,216565.0,6642554368.0,305.39760224554715,309.8301513632058,301.47069746464473,305.83847266185836,245180.39162607407,8312213930.7602215,2024-04-08
304.0,305.4,299.6,301.6,178794.0,5461280768.0,300.1556324467757,305.41613931543833,298.1856080992342,302.37060231061037,247531.92255371276,8320103012.636236,2024-04-09
303.0,311.8,303.0,310.8,247301.0,7718210048.0,301.64404904197744,304.3036331299733,297.5517653231493,301.30691203280395,193008.1103587948,5713823617.813816,2024-04-10
306.4,313.2,305.6,311.6,188350.0,5912379904.0,312.06425156886746,315.15150552503354,306.7808345993853,310.7790240536138,219499.54212071744,6587163742.682524,2024-04-11
310.6,314.6,306.0,306.2,230313.0,7201401344.0,312.10546554122504,316.5704098203582,308.43139207172686,312.8533563845682,215313.27113838433,6907831181.451525,2024-04-12
301.2,305.4,300.4,301.0,182953.0,5593339392.0,305.6206369613244,312.75174457933974,301.9684149448098,307.74876762165576,274295.4370123503,9240698990.111084,2024-04-15
297.8,305.0,296.6,298.4,196916.0,5979714048.0,301.865323703644,307.1631077540821,299.01797830064515,303.351152628865,228607.12546121623,7580067799.883862,2024-04-16
298.4,300.6,294.4,297.4,144105.0,4332377088.0,300.25384282396556,305.5378445263752,297.9402215392225,302.6772150218052,212173.76990496335,6702282181.270758,2024-04-17
298.8,305.4,295.2,301.0,190589.0,5817113088.0,298.1221747727515,302.2311295607563,295.0055898412853,298.1300606161396,200076.93086456173,6469086486.49173,2024-04-18
300.0,302.0,296.2,300.4,194726.0,5891458048.0,300.00237877978464,304.126293757323,295.86281386324845,299.7803736777632,218881.0743646788,6997162008.887674,2024-04-19
304.6,319.2,303.4,317.0,411333.0,13065634816.0,299.8167139781235,304.7022962462395,296.50498427529635,301.27647287074313,226521.27517067836,7564669492.728315,2024-04-22
322.6,330.2,321.8,329.0,438217.0,14443016192.0,318.46895054681534,322.9574015787845,311.4072581145788,317.5947665935122,285181.2550783324,9148044161.120996,2024-04-23
334.4,341.6,332.0,340.8,414727.0,14131709952.0,330.4590187141613,335.94174647425075,325.19967885772814,331.81049866470323,296860.73461703875,9928100795.493748,2024-04-24
336.8,343.0,333.0,336.0,277276.0,9447180288.0,342.4939526892373,346.6048892507425,335.6499968166422,341.5386239529704,293376.14662186394,9724664082.246561,2024-04-25
336.6,348.4,336.6,345.0,295995.0,10298056704.0,336.5792127178546,341.84405652480643,330.75898887698514,336.06597929964767,303020.54659363953,11015260157.085606,2024-04-26
345.0,351.4,341.8,344.2,254165.0,8909314048.0,347.27604373026054,352.4622905683211,341.78223593951526,348.27989921966287,263398.90720363637,9485158212.150364,2024-04-29
346.2,347.4,340.6,343.8,159570.0,5549476864.0,345.2858058565223,351.62200537273804,340.8784250280611,345.91884717271387,268655.3124071886,9921916710.615969,2024-04-30
345.6,357.8,342.0,357.0,224796.0,8048229888.0,343.0971121471713,346.79604048738565,338.56944161450076,341.7992730042848,192108.76808545127,6669163796.4012985,2024-05-02
367.6,369.2,357.2,361.0,235923.0,8612647936.0,356.9355432782884,361.3812509525538,349.84805665261155,355.82247872917304,223291.20902711342,8283426395.289236,2024-05-03
361.2,369.6,359.6,366.8,262083.0,9662185472.0,359.7827839621246,365.8368344376837,354.88217797742504,361.74043067881416,255203.86408628718,9693310052.361446,2024-05-06
364.0,367.8,360.0,362.4,194081.0,7119649792.0,367.1969031314475,373.4735259335664,361.13603826568357,367.1983400891101,272139.470138218,10396584678.485699,2024-05-07
363.0,368.4,356.4,358.0,200581.0,7307654656.0,362.3950099028875,368.2548286761932,358.4205824643476,363.8193968991488,240661.46655473256,9343267732.485916,2024-05-08
357.6,366.6,357.0,366.4,160260.0,5882164736.0,358.89005593154445,364.77279722156646,353.50379342354495,359.4984783286105,251346.14051761592,9551738744.786865,2024-05-09
370.4,370.8,361.6,367.6,156930.0,5809252352.0,367.7695062305048,372.14335260080577,361.890066012178,365.94289657862015,204184.25978773026,7955769294.460665,2024-05-10
365.2,376.6,364.6,374.8,205581.0,7727774720.0,366.23537601812035,371.24572592739094,361.6795981383353,366.39545107241065,199598.3123095692,7920035520.136305,2024-05-13
377.6,381.4,375.2,378.4,216031.0,8251923968.0,375.27648448964845,378.82666782573745,367.7004268118991,371.9423339512177,199234.93545991447,7921700486.165594,2024-05-14
396.6,397.6,391.2,393.6,584308.0,23268552704.0,378.42580073478086,383.5757573686934,373.5188797771379,379.619621957019,172779.0107463976,6631476620.653822,2024-05-16
397.0,400.2,394.2,395.0,279164.0,11081611264.0,395.8232641949411,401.0490891731807,389.0590640134402,396.89303722928275,278536.57430477336,10052927261.433134,2024-05-17
397.0,399.8,392.8,395.0,223320.0,8829406208.0,398.6486353955838,401.48800219234306,393.3446339634363,398.14449195519205,239620.23770559192,9520065332.57664,2024-05-20
