name,final_value,total_return,annual_return,annual_vol,sharpe,max_drawdown
Benchmark_BuyAndHold,163127.19999999998,0.6312719999999998,0.4701597404917721,0.34320482926588725,1.3699100373891606,-0.23494640643608877
StrategyLongOnly_ConvictionFilter,213918.89999999997,1.1391889999999996,0.8199992579684132,0.2684250131346214,3.054854122544699,-0.12929997476787425
