true_open,true_high,true_low,true_close,true_volume,true_amount,pred_open,pred_high,pred_low,pred_close,pred_volume,pred_amount,timestamp
301.6,305.4,301.6,303.4,102722.0,3148082200.0,135.66628,135.57819,135.10649,135.40034,146.31197,150.37944,2023-11-09
301.2,301.2,297.8,299.4,98718.0,2987541200.0,135.66628,135.57819,135.10649,135.40034,146.31197,150.37944,2023-11-10
298.8,308.4,296.8,306.4,135860.0,4154170000.0,135.66628,135.57819,135.10649,135.40034,146.31197,150.37944,2023-11-13
308.4,308.6,302.2,304.4,124774.0,3842261500.0,135.66628,135.57819,135.10649,135.40034,146.31197,150.37944,2023-11-14
313.2,320.2,310.6,319.2,324547.0,10350837000.0,135.66628,135.57819,135.10649,135.40034,146.31197,150.37944,2023-11-15
326.6,326.6,312.8,321.4,352960.0,11408056000.0,135.66628,135.57819,135.10649,135.40034,146.31197,150.37944,2023-11-16
320.2,320.2,309.8,311.8,219702.0,6964406000.0,135.66628,135.57819,135.10649,135.40034,146.31197,150.37944,2023-11-17
312.8,325.4,312.8,323.2,277827.0,9006003000.0,135.66628,135.57819,135.10649,135.40034,146.31197,150.37944,2023-11-20
327.0,329.2,320.2,321.4,241887.0,7943867400.0,135.66628,135.57819,135.10649,135.40034,146.31197,150.37944,2023-11-21
324.6,326.6,318.6,321.0,141698.0,4616782000.0,135.66628,135.57819,135.10649,135.40034,146.31197,150.37944,2023-11-22
323.2,326.2,320.2,325.8,145312.0,4757635600.0,135.66628,135.57819,135.10649,135.40034,146.31197,150.37944,2023-11-23
326.2,326.2,316.6,317.8,152365.0,4930730500.0,135.66628,135.57819,135.10649,135.40034,146.31197,150.37944,2023-11-24
321.6,321.6,314.6,319.4,122321.0,3932053000.0,135.66628,135.57819,135.10649,135.40034,146.31197,150.37944,2023-11-27
321.0,321.0,313.6,316.2,151537.0,4845979000.0,135.66628,135.57819,135.10649,135.40034,146.31197,150.37944,2023-11-28
319.6,320.6,310.2,313.6,168567.0,5350806000.0,135.66628,135.57819,135.10649,135.40034,146.31197,150.37944,2023-11-29
