name,final_value,total_return,annual_return,annual_vol,sharpe,max_drawdown
Benchmark_BuyAndHold,162216.54,0.6221654000000001,0.46369273734941174,0.34209316879275004,1.355457459106207,-0.234892205419591
StrategyML_OnlyLinear,152023.1938,0.520231938,0.3907658196030068,0.2586447771877555,1.510820453642263,-0.1471653933922875
StrategyTrend_Only,139841.84759999995,0.3984184759999996,0.3022346837944687,0.25395753158961454,1.1900993126790513,-0.20883593139369327
StrategyML_Trend_Enhance,153011.6976,0.5301169760000002,0.39788243839015736,0.2624082832078048,1.5162724039281514,-0.13670535391183147
