true_open,true_high,true_low,true_close,true_volume,true_amount,pred_open,pred_high,pred_low,pred_close,pred_volume,pred_amount,timestamp
404.99,414.39,403.59,414.39,204046.0,9252272128.0,403.74533106655963,412.05135666293137,401.04340481365404,411.46057674417426,251042.74507750067,9863286323.71571,2018-02-21
411.39,411.59,402.79,402.79,223850.0,10103931904.0,410.7405357625329,410.93285974566487,402.22104452164984,402.0514540201414,224274.93901838886,11333147195.430853,2018-02-22
410.39,410.99,405.79,409.79,149921.0,6785912320.0,409.8256724834784,410.24664939256814,404.65730489359504,408.8807433109236,176196.6222311939,7949654715.16183,2018-02-23
412.39,413.39,404.79,409.39,212521.0,9607596032.0,411.9731865009563,412.3347102930671,404.42847236017417,409.20783162786927,211821.446576175,9524595412.023638,2018-02-26
414.39,414.39,398.59,402.39,220089.0,9892032512.0,413.77969958616814,414.5345408606569,398.0988897638365,402.41943145476216,229307.48804186023,10194216013.8502,2018-02-27
395.39,396.39,387.39,388.59,325601.0,14167755776.0,395.7192436280877,397.0229442179697,387.9065669105194,389.4961689915534,295173.7005988118,12849856002.136042,2018-02-28
386.39,403.79,384.39,403.39,271135.0,11933605888.0,386.7159481373832,403.3213640400894,384.5989254975561,402.8096991175398,270850.849766887,11456832518.802902,2018-03-01
393.39,396.99,392.39,392.39,258915.0,11341295616.0,393.7543259282747,397.38531628401006,392.5190210122217,392.5446162222938,256920.97224429963,11352087023.85291,2018-03-02
392.39,395.99,381.39,381.39,240387.0,10358474752.0,392.50378263811405,396.4720817418202,381.64910147502394,382.62875857329516,227191.89811055694,10348540082.143618,2018-03-05
391.39,400.39,386.39,394.99,248125.0,10862231552.0,391.6149951940711,400.42758255667763,386.67472687755696,394.87897630176,234165.06801361393,10787095576.742577,2018-03-06
391.59,397.59,386.39,390.59,192566.0,8378697728.0,391.3818950721804,397.3531927462032,386.44591200165206,390.61768984615776,192388.91592048184,8654847619.985748,2018-03-07
396.39,400.39,394.39,399.39,175064.0,7737290752.0,396.80271726329755,400.86502189978546,394.7790209556786,399.53431165509227,191454.36487988112,8882657566.878609,2018-03-08
401.39,404.59,401.39,403.39,130251.0,5813403648.0,401.4448771722688,404.7463322642478,401.00349907619085,404.1785732660678,166238.77166018132,6785687950.490497,2018-03-09
411.79,416.39,411.19,416.39,255130.0,11660311552.0,412.2703129705303,416.7806754668978,410.9569376655516,415.66562327579464,250858.63141800064,10972095418.66753,2018-03-12
416.39,419.19,412.19,419.19,185016.0,8515214336.0,416.6996139876266,419.8875852947563,412.48702116856185,419.5112621224752,179156.23409421396,8764229710.035229,2018-03-13
413.79,420.19,409.99,419.99,226118.0,10323251200.0,414.33572104645515,420.35720795897856,410.12234345099756,420.2060687484391,215812.60440299037,9061765537.03256,2018-03-14
415.59,426.39,414.39,424.99,247026.0,11506629632.0,415.5488569266869,426.9043497808857,414.6725357493616,424.6485344371539,237340.69040569031,11050037307.62094,2018-03-15
