date,equity,position,score,q_exit,q_half,nav,drawdown
2024-01-02,100000.0,1.0,0.9479024123019113,,,1.0,0.0
2024-01-03,102250.59999999999,1.0,0.5876221485370674,,,1.022506,0.0
2024-01-04,101619.99999999999,1.0,0.13852243002266842,,,1.0161999999999998,-0.006167200974859899
2024-01-05,99349.59999999999,1.0,0.6116246095551543,,,0.9934959999999999,-0.028371471658846015
2024-01-08,97904.8,1.0,0.9463086110882815,,,0.979048,-0.042501462094109876
2024-01-09,96391.2,1.0,0.764452556613207,,,0.963912,-0.057304309216767324
2024-01-10,95221.59999999999,1.0,0.58222184987691,,,0.952216,-0.06874287290245729
2024-01-11,97698.4,1.0,0.4275945115327425,,,0.976984,-0.04452003215629052
2024-01-12,98042.4,1.0,0.2390945440750496,,,0.980424,-0.04115574871932293
2024-01-15,98386.4,1.0,-0.04799556280649777,,,0.983864,-0.03779146528235522
2024-01-16,95978.4,1.0,0.24291995238207023,,,0.959784,-0.06134144934112851
2024-01-17,93295.2,1.0,0.296504935388908,,,0.932952,-0.0875828601494758
2024-01-18,94327.2,1.0,0.20271237124563618,,,0.943272,-0.07749000983857302
2024-01-19,92125.59999999999,1.0,0.033604309067204255,,,0.921256,-0.09902142383516577
2024-01-22,89029.59999999999,1.0,-0.19976415507232564,,,0.8902959999999999,-0.12929997476787425
2024-01-23,92400.8,1.0,0.06357765905474091,,,0.924008,-0.09632999708559153
2024-01-24,95771.99999999999,1.0,-0.6982886653969027,,,0.9577199999999999,-0.06336001940330915
2024-01-25,98867.99999999999,1.0,-0.7112015271817603,,,0.9886799999999999,-0.03308146847060067
2024-01-26,96115.99999999999,1.0,-0.39731965143418657,,,0.9611599999999999,-0.05999573596634156
2024-01-29,95840.8,1.0,0.2155443322172933,,,0.958408,-0.06268716271591546
2024-01-30,93019.99999999999,1.0,0.45022158221494424,,,0.9301999999999998,-0.09027428689905015
2024-01-31,91919.2,1.0,0.37844803590192777,,,0.919192,-0.10103999389734619
2024-02-01,92263.2,1.0,0.11805179842818542,,,0.922632,-0.0976757104603786
2024-02-02,94946.4,1.0,-0.018337509703751267,,,0.949464,-0.0714342996520313
2024-02-05,95015.2,1.0,0.29797709729988564,,,0.950152,-0.07076144296463782
2024-02-06,98867.99999999999,1.0,0.0619027327972823,,,0.9886799999999999,-0.03308146847060067
2024-02-07,99349.59999999999,1.0,-0.07030839522953114,,,0.9934959999999999,-0.028371471658846015
2024-02-08,97629.59999999999,1.0,0.057645960644895126,,,0.9762959999999999,-0.045192888843684
2024-02-09,97629.59999999999,1.0,-0.48129192127494236,,,0.9762959999999999,-0.045192888843684
2024-02-14,98592.8,1.0,-0.014189750488074145,,,0.985928,-0.03577289522017468
2024-02-15,97010.4,1.0,0.5124370601172095,,,0.970104,-0.05124859903022572
2024-02-16,99211.99999999999,1.0,0.19866974109353777,,,0.9921199999999999,-0.029717185033633076
2024-02-19,96803.99999999999,1.0,-0.23315123362073076,,,0.9680399999999999,-0.05326716909240636
2024-02-20,96597.59999999999,1.0,0.2536724770859778,,,0.965976,-0.05528573915458679
2024-02-21,98179.99999999999,1.0,-0.09609385145633317,,,0.9817999999999999,-0.039810035344535866
2024-02-22,99074.4,1.0,0.02436571721390763,,,0.990744,-0.031062898408420025
2024-02-23,98867.99999999999,1.0,-0.11510597661290847,,,0.9886799999999999,-0.03308146847060067
2024-02-26,97629.59999999999,1.0,0.21617720742861815,,,0.9762959999999999,-0.045192888843684
2024-02-27,96735.2,1.0,0.17053675614532726,,,0.967352,-0.05394002577979973
2024-02-28,94120.8,1.0,-0.2044386954423899,,,0.941208,-0.07950857990075355
2024-02-29,94189.59999999999,1.0,0.2868015644891231,,,0.941896,-0.07883572321336008
2024-03-01,94258.4,1.0,-0.3756555954960049,,,0.942584,-0.07816286652596649
2024-03-04,93845.59999999999,1.0,-0.11422951238544937,,,0.938456,-0.08220000665032767
2024-03-05,91093.59999999999,1.0,0.055498660655175044,,,0.910936,-0.10911427414606856
2024-03-06,93295.2,1.0,-0.1554060079363969,,,0.932952,-0.0875828601494758
2024-03-07,92056.8,1.0,-0.37737671881051177,,,0.920568,-0.09969428052255913
2024-03-08,91712.8,1.0,-0.29216145528843684,,,0.917128,-0.10305856395952673
2024-03-11,94671.2,1.0,0.054222275882351526,,,0.946712,-0.07412572640160542
2024-03-12,98867.99999999999,1.0,-0.661881315053579,,,0.9886799999999999,-0.03308146847060067
2024-03-13,98799.2,1.0,-0.09774304028853648,,,0.987992,-0.03375432515799415
2024-03-14,98317.59999999999,1.0,0.034477006781007694,,,0.9831759999999999,-0.038464321969748805
2024-03-15,96459.99999999999,1.0,-0.2696573753316561,,,0.9645999999999999,-0.05663145252937396
2024-03-18,98523.99999999999,1.0,0.049170747134620836,,,0.9852399999999999,-0.03644575190756827
2024-03-19,96872.8,1.0,-0.12409812448232889,,,0.968728,-0.052594312405012666
2024-03-20,98179.99999999999,1.0,0.11482251585903544,,,0.9817999999999999,-0.039810035344535866
2024-03-21,99005.59999999999,1.0,-0.17377072581456754,,,0.9900559999999999,-0.03173575509581361
2024-03-22,98179.99999999999,1.0,0.29819460488758265,,,0.9817999999999999,-0.039810035344535866
2024-03-25,98111.2,1.0,-0.14091656449823184,,,0.981112,-0.04048289203192934
2024-03-26,101826.4,1.0,-0.14103142936933666,,,1.0182639999999998,-0.004148630912679363
2024-03-27,102720.8,0.0,-0.5683059225854716,-0.47037552619564404,-0.3911373423208474,1.0272080000000001,0.0
2024-03-28,102720.8,1.0,-0.264185655714872,-0.4644974673067912,-0.38934247838471664,1.0272080000000001,0.0
2024-04-02,102720.8,1.0,0.1456066810860811,-0.45861940841793825,-0.38754761444858593,1.0272080000000001,0.0
2024-04-03,102720.8,1.0,-0.1839496076342377,-0.45274134952908535,-0.38575275051245517,1.0272080000000001,0.0
2024-04-05,102720.8,1.0,0.2658648632509864,-0.44686329064023245,-0.38395788657632446,1.0272080000000001,0.0
2024-04-08,102787.8,1.0,0.07198671860363826,-0.44098523175137955,-0.38216302264019375,1.027878,0.0
2024-04-09,102641.80000000002,1.0,0.3270545774485339,-0.4351071728625266,-0.380368158704063,1.0264180000000003,-0.0014204020321475497
2024-04-10,105769.8,0.5,-0.41580095480529483,-0.4406875220637609,-0.3984285296364531,1.057698,0.0
2024-04-11,105163.0,1.0,0.24483054752480116,-0.43610315441088554,-0.3967213634554763,1.05163,-0.005736987306395602
2024-04-12,103509.19999999998,0.0,-0.48930577707515455,-0.4832152466669933,-0.41358319840076185,1.035092,-0.02137283042985816
2024-04-15,101824.19999999998,1.0,-0.39908965546117725,-0.48265427676097844,-0.4122915819430301,1.0182419999999999,-0.03730365378397249
2024-04-16,102026.99999999997,0.0,-0.4952924189968218,-0.48990444126732124,-0.4616446313340481,1.0202699999999998,-0.035386282284735615
2024-04-17,102026.99999999997,0.0,-0.535766648815573,-0.4965066458913843,-0.4861803733130718,1.0202699999999998,-0.035386282284735615
2024-04-18,102026.99999999997,1.0,-0.45212273307569384,-0.49505295331995514,-0.4854591262910527,1.0202699999999998,-0.035386282284735615
2024-04-19,102162.19999999997,1.0,-0.39735496460478825,-0.4946338883854384,-0.4847378792690336,1.0216219999999996,-0.0341080346185777
2024-04-22,107797.79999999997,1.0,-0.353100719150823,-0.4942148234509217,-0.4840166322470145,1.0779779999999997,0.0
2024-04-23,111877.79999999997,1.0,-0.12312844818643436,-0.493795758516405,-0.4832953852249954,1.1187779999999998,0.0
2024-04-24,115889.79999999997,1.0,-0.4482749313608946,-0.4933766935818883,-0.4825741382029763,1.1588979999999998,0.0
2024-04-25,114257.79999999997,1.0,-0.4402411347236056,-0.4929576286473716,-0.4818528911809572,1.1425779999999996,-0.014082343743798131
2024-04-26,117317.79999999997,1.0,0.1921937857682784,-0.49253856371285487,-0.4807085375109574,1.1731779999999998,0.0
2024-04-29,117045.79999999997,1.0,0.7986068998563141,-0.49211949877833816,-0.47808331057302506,1.1704579999999998,-0.002318488754477155
2024-04-30,116909.79999999997,1.0,0.7149314739044551,-0.49170043384382145,-0.4754580836350927,1.1690979999999997,-0.0034777331317158433
2024-05-02,121397.79999999997,1.0,0.7358849723051273,-0.49128136890930474,-0.4728328566971603,1.2139779999999998,0.0
2024-05-03,122757.79999999997,1.0,0.25314820981200653,-0.49086230397478803,-0.4702076297592279,1.2275779999999998,0.0
2024-05-06,124729.79999999997,1.0,-0.22838869241579735,-0.4904432390402713,-0.46758240282129554,1.2472979999999998,0.0
2024-05-07,123233.79999999996,0.0,-0.49650585415307563,-0.4954380312155723,-0.4848180178270357,1.2323379999999995,-0.011993926070594463
2024-05-08,123437.79999999997,1.0,-0.2875415548707701,-0.4953530907546345,-0.4840967708050166,1.2343779999999998,-0.010358390697331354
2024-05-09,126464.99999999996,1.0,-0.20931226292370225,-0.49517268615838844,-0.48337552378299753,1.2646499999999996,0.0
2024-05-10,126874.99999999999,1.0,-0.28695915533010663,-0.49475362122387173,-0.48265427676097844,1.2687499999999998,0.0
2024-05-13,129358.99999999997,1.0,-0.07529256379986708,-0.494334556289355,-0.48193302973895935,1.2935899999999998,0.0
2024-05-14,130600.99999999996,1.0,-0.2349146741178179,-0.4939154913548383,-0.4810002293929499,1.3060099999999997,0.0
2024-05-16,135844.99999999997,1.0,-0.43816974061033975,-0.4934964264203216,-0.4783750024550175,1.3584499999999997,0.0
2024-05-17,136327.99999999997,0.0,-0.5782544039884145,-0.4960568831452617,-0.4877831444731142,1.3632799999999996,0.0
2024-05-20,137017.99999999997,1.0,-0.48150980936323917,-0.49597194268432393,-0.48712290611581827,1.3701799999999997,0.0
2024-05-21,133627.19999999998,1.0,-0.16751527038804093,-0.49588700222338616,-0.4864212690217459,1.336272,-0.024747113517931796
2024-05-22,133914.39999999997,1.0,0.21831025289327843,-0.4958020617624484,-0.4857196319276735,1.3391439999999997,-0.022651038549679647
2024-05-23,133009.59999999998,1.0,0.28286769762411257,-0.49571712130151063,-0.4850179948336011,1.3300959999999997,-0.029254550497014975
2024-05-24,131339.19999999998,1.0,0.07876273947916204,-0.49563218084057287,-0.4843163577395287,1.313392,-0.04144564947671103
2024-05-27,131478.39999999997,1.0,0.14089607497991674,-0.4955472403796351,-0.4836147206454563,1.3147839999999997,-0.040429724561736435
2024-05-28,132452.8,1.0,-0.0539948507831889,-0.49546229991869734,-0.48291308355138396,1.324528,-0.03331825015691359
2024-05-29,129251.2,1.0,-0.3792075576530652,-0.49537735945775957,-0.48221144645731157,1.2925119999999999,-0.056684523201331105
2024-05-30,128207.2,1.0,-0.2031615588805431,-0.4952924189968218,-0.48150980936323917,1.2820719999999999,-0.06430396006364114
2024-05-31,125353.59999999999,1.0,-0.10399029126362208,-0.4948733540623051,-0.4814901994352925,1.253536,-0.08513042082062194
2024-06-03,130643.2,1.0,-0.3288648763789847,-0.4944542891277884,-0.4814705895073457,1.306432,-0.04652527405158424
2024-06-04,131478.39999999997,1.0,-0.33391699058038815,-0.49403522419327167,-0.48145097957939903,1.3147839999999997,-0.040429724561736435
2024-06-05,132661.59999999998,1.0,0.5124624749132876,-0.49361615925875496,-0.48143136965145233,1.3266159999999998,-0.03179436278445169
2024-06-06,132940.0,1.0,0.4764744285119651,-0.49319709432423825,-0.4814117597235056,1.3294,-0.029762512954502163
2024-06-07,130573.59999999999,0.0,-0.4981787500050351,-0.49599621138744904,-0.48509595451072024,1.305736,-0.04703323650907165
2024-06-11,127998.39999999998,1.0,0.07037488671674216,-0.49591127092651127,-0.48439431741664785,1.2799839999999998,-0.06582784743610326
2024-06-12,126972.39999999998,1.0,0.22631745433647366,-0.4958263304655735,-0.4836926803225755,1.2697239999999999,-0.073315914697339
2024-06-13,130050.39999999998,1.0,0.39990166016243656,-0.49574139000463574,-0.4829910432285031,1.3005039999999999,-0.050851712913631664
2024-06-14,130050.39999999998,1.0,-0.3906199557229632,-0.495656449543698,-0.4822894061344307,1.3005039999999999,-0.050851712913631664
2024-06-17,130529.19999999997,0.0,-0.8788564641507923,-0.4968906201990263,-0.4893656434943712,1.3052919999999997,-0.04735728152505514
2024-06-18,130597.59999999996,1.0,-0.04404423314327602,-0.49677351748938914,-0.4886820996582013,1.3059759999999996,-0.04685807704097289
2024-06-19,130597.59999999996,1.0,0.5553484086881495,-0.496656414779752,-0.4879804625641289,1.3059759999999996,-0.04685807704097289
2024-06-20,130597.59999999996,1.0,-0.34829042142833816,-0.4965393120701148,-0.4872788254700566,1.3059759999999996,-0.04685807704097289
2024-06-21,129791.19999999995,1.0,-0.11021914263536084,-0.4964451823952629,-0.4865771883759842,1.2979119999999995,-0.05274343516910207
2024-06-24,129466.39999999995,1.0,-0.34439676577118894,-0.49636024193432515,-0.4858755512819118,1.2946639999999996,-0.05511392663737624
2024-06-25,130010.39999999997,1.0,0.2418833325721533,-0.4962753014733874,-0.4851739141878394,1.3001039999999997,-0.05114364536046356
2024-06-26,130010.39999999997,1.0,0.1012319728453715,-0.4961903610124496,-0.484472277093767,1.3001039999999997,-0.05114364536046356
2024-06-27,127426.39999999995,1.0,-0.10079431818021782,-0.49610542055151186,-0.48377063999969466,1.2742639999999994,-0.07000248142579835
2024-06-28,126746.39999999995,1.0,0.3855520948959764,-0.49610542055151186,-0.48377063999969466,1.2674639999999995,-0.07496533302193897
2024-07-02,125658.39999999997,1.0,0.448436453650369,-0.49610542055151186,-0.48377063999969466,1.2565839999999997,-0.08290589557576378
2024-07-03,129126.39999999995,1.0,-0.1385055469398866,-0.49610542055151186,-0.48377063999969466,1.2912639999999995,-0.057595352435446556
2024-07-04,130146.39999999995,1.0,0.468324220768902,-0.49610542055151186,-0.48377063999969466,1.3014639999999995,-0.050151075041235615
2024-07-05,129262.39999999997,1.0,-0.020777212582282045,-0.49610542055151186,-0.48377063999969466,1.2926239999999996,-0.0566027821162185
2024-07-08,128854.39999999998,1.0,0.27721629297119477,-0.49610542055151186,-0.48377063999969466,1.2885439999999997,-0.059580493073902785
2024-07-09,129670.39999999997,1.0,0.29057690761193156,-0.49610542055151186,-0.48377063999969466,1.2967039999999996,-0.05362507115853399
2024-07-10,128514.39999999998,1.0,0.17087916402469772,-0.49610542055151186,-0.48377063999969466,1.2851439999999998,-0.06206191887197299
2024-07-11,130962.39999999997,1.0,0.30654200459230097,-0.49610542055151186,-0.48377063999969466,1.3096239999999997,-0.04419565312586671
2024-07-12,135110.39999999997,1.0,-0.10630077060577518,-0.49610542055151186,-0.48377063999969466,1.3511039999999996,-0.013922258389408748
2024-07-15,132798.39999999997,0.0,-0.8353878325844679,-0.49762669437388846,-0.49104190323243807,1.3279839999999996,-0.03079595381628697
2024-07-16,131370.39999999997,1.0,0.033754126560461395,-0.49762669437388846,-0.49104190323243807,1.3137039999999998,-0.04121794216818231
2024-07-17,130259.99999999997,1.0,0.602163156943442,-0.49762669437388846,-0.49104190323243807,1.3025999999999998,-0.049321986892233105
2024-07-18,129361.39999999997,1.0,0.7708192688995334,-0.49762669437388846,-0.49104190323243807,1.2936139999999996,-0.05588024931030966
2024-07-19,127541.39999999997,1.0,0.4336145182069766,-0.49762669437388846,-0.49104190323243807,1.2754139999999996,-0.0691631756411567
2024-07-22,130761.39999999997,1.0,0.37805083501350256,-0.49762669437388846,-0.49104190323243807,1.3076139999999996,-0.04566261367119662
2024-07-23,128311.39999999997,1.0,0.46156087064387397,-0.49610542055151186,-0.48377063999969466,1.2831139999999996,-0.0635434760396445
2024-07-24,127261.39999999997,1.0,0.09250319921762826,-0.4933168271626716,-0.48135510882054844,1.2726139999999997,-0.07120670276897934
2024-07-25,123061.39999999997,1.0,-0.04944235476291163,-0.4933168271626716,-0.48135510882054844,1.2306139999999997,-0.10185960968631869
2024-07-26,124181.39999999997,1.0,0.5095292897965852,-0.4933168271626716,-0.48135510882054844,1.2418139999999998,-0.09368550117502805
2024-07-29,125511.39999999997,1.0,0.43725463590098923,-0.4933168271626716,-0.48135510882054844,1.2551139999999996,-0.0839787473178707
2024-07-30,123901.39999999998,1.0,0.053621683827532296,-0.4933168271626716,-0.48135510882054844,1.2390139999999998,-0.09572902830285068
2024-07-31,126911.39999999997,0.0,-0.4995665609474107,-0.49610542055151186,-0.48377063999969466,1.2691139999999996,-0.07376111167875765
2024-08-01,127471.39999999997,1.0,-0.31784195059434167,-0.49610542055151186,-0.48377063999969466,1.2747139999999997,-0.06967405742311239
2024-08-02,126566.59999999995,1.0,0.35141316506893505,-0.49610542055151186,-0.48377063999969466,1.2656659999999995,-0.07627756937044783
2024-08-05,126032.79999999996,1.0,0.04121877209189609,-0.49610542055151186,-0.48377063999969466,1.2603279999999997,-0.0801734078734182
2024-08-06,125256.19999999995,1.0,-0.3701992555018508,-0.49610542055151186,-0.48377063999969466,1.2525619999999995,-0.08584127632865768
2024-08-07,128433.19999999995,1.0,-0.4865547002063805,-0.49610542055151186,-0.48735251249832495,1.2843319999999996,-0.06265454173904172
2024-08-08,130127.59999999995,0.0,-0.5743780814302788,-0.49762669437388846,-0.49104190323243807,1.3012759999999994,-0.05028828329124668
2024-08-09,131257.19999999995,0.0,-0.5517268634995804,-0.49910858333642677,-0.4956443151921354,1.3125719999999996,-0.04204411099271632
2024-08-12,131257.19999999995,1.0,-0.05916745238957509,-0.49910858333642677,-0.4956443151921354,1.3125719999999996,-0.04204411099271632
2024-08-13,131257.19999999995,0.0,-0.6225153043894792,-0.5238206198190795,-0.4969909939501439,1.3125719999999996,-0.04204411099271632
2024-08-14,131257.19999999995,1.0,-0.017895304226320075,-0.5238206198190795,-0.4969909939501439,1.3125719999999996,-0.04204411099271632
2024-08-15,132029.39999999997,1.0,-0.34749580430456456,-0.5238206198190795,-0.4969909939501439,1.3202939999999996,-0.03640835510662843
2024-08-16,133507.8,1.0,-0.2762748436542314,-0.5238206198190795,-0.4969909939501439,1.335078,-0.025618531871724692
2024-08-19,133507.8,1.0,-0.1857325501418217,-0.5238206198190795,-0.4969909939501439,1.335078,-0.025618531871724692
2024-08-20,132720.19999999995,1.0,-0.0707278257252826,-0.5238206198190795,-0.4969909939501439,1.3272019999999995,-0.03136668174984325
2024-08-21,133149.8,1.0,0.27538140564075275,-0.5238206198190795,-0.4969909939501439,1.3314979999999998,-0.02823132727086941
2024-08-22,135369.39999999997,1.0,0.2716608683896754,-0.5238206198190795,-0.4969909939501439,1.3536939999999997,-0.012031995796172756
2024-08-23,134581.8,1.0,0.48992320810658657,-0.5238206198190795,-0.4969909939501439,1.345818,-0.01778014567429076
2024-08-26,136872.99999999994,1.0,0.06659090597862599,-0.5238206198190795,-0.4969909939501439,1.3687299999999993,-0.0010582551197655388
2024-08-27,136801.39999999997,1.0,0.11551184689779281,-0.5238206198190795,-0.4969909939501439,1.3680139999999996,-0.001580814199594327
2024-08-28,134080.59999999998,1.0,-0.14683731789980248,-0.5238206198190795,-0.4969909939501439,1.3408059999999997,-0.021438059233093498
2024-08-29,135297.8,1.0,0.5562154682354927,-0.5238206198190795,-0.4969909939501439,1.3529779999999998,-0.012554554876001656
2024-08-30,136872.99999999994,1.0,0.40320405447784347,-0.5238206198190795,-0.4969909939501439,1.3687299999999993,-0.0010582551197655388
2024-09-02,135369.39999999997,1.0,0.16974834050270077,-0.5238206198190795,-0.4969909939501439,1.3536939999999997,-0.012031995796172756
2024-09-03,135512.59999999998,1.0,0.5813239946470123,-0.5238206198190795,-0.4969909939501439,1.3551259999999998,-0.010986877636514847
2024-09-04,133579.39999999997,1.0,0.288162211373767,-0.5238206198190795,-0.4969909939501439,1.3357939999999997,-0.025095972791896015
2024-09-05,133794.19999999995,1.0,0.6495104421711938,-0.49910858333642677,-0.4956443151921354,1.3379419999999995,-0.023528295552409317
2024-09-09,133006.59999999998,1.0,0.459175794118833,-0.49910858333642677,-0.4956443151921354,1.3300659999999997,-0.02927644543052732
2024-09-10,132075.8,1.0,0.31964664108149154,-0.49910858333642677,-0.4956443151921354,1.3207579999999999,-0.036069713468303344
2024-09-11,132648.59999999998,1.0,-0.08329201924080942,-0.49910858333642677,-0.4956443151921354,1.3264859999999998,-0.03188924082967193
